COUNTRY,COUNTRY_CODE,SEX_CODE,AGEGROUP_CODE,FRACTION_POP,WEIGHTED_DEATHS_100K,AGE_MIDPOINT,WEIGHTED_AGE,GENDER_RATIO
Turkey,TUR,MLE,YEARS35-39,0.037923659,3.511730861,37,1.403175398,0.974389634
Turkey,TUR,MLE,YEARS40-44,0.035032803,5.349509043,42,1.471377733,0.974389634
Turkey,TUR,MLE,YEARS45-49,0.031111282,8.275600915,47,1.462230237,0.974389634
Turkey,TUR,MLE,YEARS50-54,0.027008841,13.08038175,52,1.404459738,0.974389634
Turkey,TUR,MLE,YEARS55-59,0.023000504,18.30610104,57,1.311028721,0.974389634
Turkey,TUR,MLE,YEARS5-9,0.041942461,0.61655417,7,0.293597224,0.974389634
Turkey,TUR,MLE,YEARS60-64,0.018248965,24.12513208,62,1.131435846,0.974389634
Turkey,TUR,MLE,YEARS65-69,0.01392423,28.19238759,67,0.932923381,0.974389634
Turkey,TUR,MLE,YEARS70-74,0.009903654,32.77614446,72,0.713063122,0.974389634
Turkey,TUR,MLE,YEARS75-79,0.00680738,34.40653843,77,0.524168225,0.974389634
Turkey,TUR,MLE,YEARS80-84,0.004184809,29.25893158,82,0.343154367,0.974389634
Turkey,TUR,MLE,YEARS85PLUS,0.002163417,32.03392652,88,0.190380664,0.974389634
UK,GBR,FMLE,YEARS0-1,0.005379122,1.776186208,0.5,0.002689561,0.975795148
UK,GBR,FMLE,YEARS10-14,0.028125122,0.120938024,12,0.337501461,0.975795148
UK,GBR,FMLE,YEARS1-4,0.023171854,0.222449794,2.5,0.057929634,0.975795148
UK,GBR,FMLE,YEARS15-19,0.02672437,0.269916136,17,0.454314288,0.975795148
UK,GBR,FMLE,YEARS20-24,0.029967173,0.467487895,22,0.6592778,0.975795148
UK,GBR,FMLE,YEARS25-29,0.032948122,0.688615755,27,0.889599301,0.975795148
UK,GBR,FMLE,YEARS30-34,0.034646001,1.229933022,32,1.10867202,0.975795148
UK,GBR,FMLE,YEARS35-39,0.033675545,1.842052331,37,1.245995178,0.975795148
UK,GBR,FMLE,YEARS40-44,0.031714496,2.775018373,42,1.332008819,0.975795148
UK,GBR,FMLE,YEARS45-49,0.032576318,4.41409109,47,1.531086946,0.975795148
UK,GBR,FMLE,YEARS50-54,0.035155358,7.031071642,52,1.828078627,0.975795148
UK,GBR,FMLE,YEARS55-59,0.03356324,10.88455873,57,1.913104679,0.975795148
UK,GBR,FMLE,YEARS5-9,0.029749285,0.110072354,7,0.208244994,0.975795148
UK,GBR,FMLE,YEARS60-64,0.028593446,14.45970555,62,1.772793641,0.975795148
UK,GBR,FMLE,YEARS65-69,0.025892978,19.46375186,67,1.734829553,0.975795148
UK,GBR,FMLE,YEARS70-74,0.025675935,32.842088,72,1.848667294,0.975795148
UK,GBR,FMLE,YEARS75-79,0.018587754,39.97110556,77,1.431257035,0.975795148
UK,GBR,FMLE,YEARS80-84,0.014075562,57.56905052,82,1.154196123,0.975795148
UK,GBR,FMLE,YEARS85PLUS,0.015903664,190.4257033,88,1.399522444,0.975795148
UK,GBR,MLE,YEARS0-1,0.005643952,2.251936923,0.5,0.002821976,0.975795148
UK,GBR,MLE,YEARS10-14,0.029399189,0.179335056,12,0.352790274,0.975795148
UK,GBR,MLE,YEARS1-4,0.024312944,0.279598852,2.5,0.060782359,0.975795148
UK,GBR,MLE,YEARS15-19,0.027836939,0.534469237,17,0.47322797,0.975795148
UK,GBR,MLE,YEARS20-24,0.031046587,1.120781781,22,0.683024908,0.975795148
UK,GBR,MLE,YEARS25-29,0.03384196,1.637950859,27,0.913732917,0.975795148
UK,GBR,MLE,YEARS30-34,0.034710209,2.242279499,32,1.110726687,0.975795148
UK,GBR,MLE,YEARS35-39,0.033256518,3.013040511,37,1.230491158,0.975795148
UK,GBR,MLE,YEARS40-44,0.031528135,4.729220178,42,1.32418165,0.975795148
UK,GBR,MLE,YEARS45-49,0.031897007,6.905701957,47,1.499159316,0.975795148
UK,GBR,MLE,YEARS50-54,0.034071754,10.01028118,52,1.771731182,0.975795148
UK,GBR,MLE,YEARS55-59,0.032532367,15.3325047,57,1.854344935,0.975795148
UK,GBR,MLE,YEARS5-9,0.031175152,0.158993273,7,0.218226061,0.975795148
UK,GBR,MLE,YEARS60-64,0.027670081,21.57712888,62,1.715544999,0.975795148
UK,GBR,MLE,YEARS65-69,0.024558404,27.98184592,67,1.645413092,0.975795148
UK,GBR,MLE,YEARS70-74,0.023627902,45.04659442,72,1.701208916,0.975795148
UK,GBR,MLE,YEARS75-79,0.016122085,50.85389292,77,1.24140055,0.975795148
UK,GBR,MLE,YEARS80-84,0.01108401,61.27019213,82,0.908888844,0.975795148
UK,GBR,MLE,YEARS85PLUS,0.009559462,130.2945095,88,0.841232646,0.975795148
USA,USA,FMLE,YEARS0-1,0.005842403,2.700358866,0.5,0.002921202,0.979473368
USA,USA,FMLE,YEARS10-14,0.031427392,0.26084735,12,0.377128699,0.979473368
USA,USA,FMLE,YEARS1-4,0.02328515,0.370233887,2.5,0.058212875,0.979473368
USA,USA,FMLE,YEARS15-19,0.031645452,0.765819936,17,0.537972682,0.979473368
USA,USA,FMLE,YEARS20-24,0.033465798,1.338631915,22,0.736247553,0.979473368
USA,USA,FMLE,YEARS25-29,0.035369304,1.906405472,27,0.954971201,0.979473368
USA,USA,FMLE,YEARS30-34,0.03400956,2.744571483,32,1.088305916,0.979473368
USA,USA,FMLE,YEARS35-39,0.032224256,3.38354684,37,1.192297458,0.979473368
USA,USA,FMLE,YEARS40-44,0.030729535,4.160779087,42,1.290640485,0.979473368
USA,USA,FMLE,YEARS45-49,0.03071425,6.244206947,47,1.443569732,0.979473368
USA,USA,FMLE,YEARS50-54,0.031590359,10.23211742,52,1.64269869,0.979473368
USA,USA,FMLE,YEARS55-59,0.03323636,17.13999078,57,1.894472512,0.979473368
USA,USA,FMLE,YEARS5-9,0.030135759,0.223004616,7,0.210950312,0.979473368
USA,USA,FMLE,YEARS60-64,0.031959387,21.72918716,62,1.981481988,0.979473368
USA,USA,FMLE,YEARS65-69,0.027815983,26.92865274,67,1.863670833,0.979473368
USA,USA,FMLE,YEARS70-74,0.022494485,34.69324497,72,1.619602955,0.979473368
USA,USA,FMLE,YEARS75-79,0.015600578,39.53966567,77,1.201244528,0.979473368
USA,USA,FMLE,YEARS80-84,0.010739923,46.52857012,82,0.880673718,0.979473368
USA,USA,FMLE,YEARS85PLUS,0.012898938,146.5267774,88,1.135106554,0.979473368
USA,USA,MLE,YEARS0-1,0.006106506,3.3744554,0.5,0.003053253,0.979473368
USA,USA,MLE,YEARS10-14,0.032837949,0.436744723,12,0.394055389,0.979473368
USA,USA,MLE,YEARS1-4,0.024341103,0.491690278,2.5,0.060852757,0.979473368
USA,USA,MLE,YEARS15-19,0.032933301,1.952944756,17,0.559866119,0.979473368
USA,USA,MLE,YEARS20-24,0.034715177,4.065147284,22,0.763733905,0.979473368
USA,USA,MLE,YEARS25-29,0.03678393,5.333669906,27,0.99316612,0.979473368
USA,USA,MLE,YEARS30-34,0.034984185,5.98229567,32,1.119493926,0.979473368
USA,USA,MLE,YEARS35-39,0.032433649,6.431592587,37,1.200045011,0.979473368
USA,USA,MLE,YEARS40-44,0.030509363,7.072070341,42,1.281393246,0.979473368
USA,USA,MLE,YEARS45-49,0.030479958,9.69262679,47,1.432558048,0.979473368
USA,USA,MLE,YEARS50-54,0.031821031,15.61458002,52,1.654693624,0.979473368
USA,USA,MLE,YEARS55-59,0.032681399,26.56344148,57,1.862839769,0.979473368
USA,USA,MLE,YEARS5-9,0.031516967,0.293107789,7,0.220618766,0.979473368
USA,USA,MLE,YEARS60-64,0.03012457,34.61313049,62,1.867723316,0.979473368
USA,USA,MLE,YEARS65-69,0.025108061,39.10078335,67,1.682240085,0.979473368
USA,USA,MLE,YEARS70-74,0.019317501,47.45151048,72,1.390860102,0.979473368
USA,USA,MLE,YEARS75-79,0.012510519,44.28974048,77,0.963309987,0.979473368
USA,USA,MLE,YEARS80-84,0.0082389,46.1411365,82,0.675589814,0.979473368
USA,USA,MLE,YEARS85PLUS,0.007371056,91.83156669,88,0.648652946,0.979473368
Grand Total,,,,,17244.75639,,0,
